id,source,split,topic,question,short_answer,evidence,options,correct_answer
casimedicos_397_140,CasiMedicos,train,TRAUMATOLOGY AND ORTHOPEDICS,"Caso clinico: Usted valora a un paciente de 66 años con dolor inguinal acentuado con la bipedestación prolongada algunos días al mes. Una radiografía simple de caderas muestra estrechamiento del espacio articular fémoro-acetabular, esclerosis y ostefitos. ¿Cuál es su actitud?","Instauro tratamiento con paracetamol, explico que la evolución es muy variable y la indicación quirúrgica depende de la funcionalidad y control del dolor.","Presenta una coxartrosis (no se necesitan más pruebas de imagen), y se agotan las opciones conservadoras antes de optar por el tratamiento quirúrgico. Los opioides débiles no son el tratamiento inicial de elección.","{'1': 'Hago el diagnóstico de coxartrosis y envío al traumatólogo para colocar una prótesis de cadera.', '2': 'Inicio tratamiento con opioides débiles que han demostrado evidencia en detener la progresión de la enfermedad.', '3': 'Instauro tratamiento con paracetamol, explico que la evolución es muy variable y la indicación quirúrgica depende de la funcionalidad y control del dolor.', '4': 'Por las características radiológicas descritas, necesito una RMN de cadera antes de tomar una decisión terapéutica.', '5': 'nan'}",3
casimedicos_275_74,CasiMedicos,train,DIGESTIVE SYSTEM,"Caso clinico: Un hombre de 67 años, diagnosticado de cirrosis hepática y bebedor activo, ingresa por cuadro de distensión abdominal progresiva con malestar difuso, de dos semanas de evolución. No refiere fiebre ni otros síntomas. A la exploración destaca matidez cambiante a la percusión abdominal, con ausencia de edemas. Se realiza una paracentesis diagnóstica, encontrando un líquido ligeramente turbio, con 2.300 células/mL, de las cuales 30% son linfocitos, 60% polimorfonucleares y 10% hematíes. ¿Cuál es la primera medida terapéutica que pautaría en este paciente de forma inmediata?",Tratamiento con una cefalosoporina de tercera generación.,"Se trata de una peritonitis bacteriana espontánea (PBE), definida por presencia de > 250 polimorfonucleares/mL en el líquido ascítico (en este caso tiene 1.380, que son el 60% de 2.300). Es indicación de iniciar cefalosporinas de 3ª generación (ceftriaxona o cefotaxima) y albúmina. Lo demás son tratamientos que pueden esperar a una mejoría (no hablan de ascitis a tensión).","{'1': 'Restricción de sal y líquidos.', '2': 'Tratamiento diurético con espironolactona oral.', '3': 'Tratamiento con una cefalosoporina de tercera generación.', '4': 'Paracentesis evacuadora.', '5': 'nan'}",3
casimedicos_418_77,CasiMedicos,train,GENERAL SURGERY,"Caso clinico: Mujer de 80 años que acude urgencias con dolor abdominal de inicio en epigastrio e irradiado posteriormente a fosa iliaca izquierda. Se acompaña de fiebre de 37,5ºC, Se le realiza una TC abdominal, objetivando inflamación en las paredes del sigma y absceso mesenterico de 2 cm. Y nos plantean las distintas opciones terapeúticas según lo avanzada que se encuentre.",lngreso en planta con dieta absoluta y tratamiento antibiótico de amplio espectro.,"Nos preguntan por el manejo de una patología muy habitual, la diverticulitis. La respuesta correcta es la 1, no cumple criterios para requerir drenaje mediante punción guiada (el absceso no es mayor de 5-6 cm). La colostomía de descarga en este caso no tiene sentido alguno, ya que no se trata de solventar un cuadro obstructivo. El drenaje mediante cirugía laparoscópica no tiene indicación en este caso. Podría estar indicado en ausencia de posibilidad de drenaje percutáneo tras fracaso de tratamiento conservador, aunque es una opción muy discutida en este momento. La sigmoidectomía y anastomosis tampoco es requerida. En un alto número de casos tras la resolución del cuadro se reducen los brotes y pueden llegar a no volver a padecerlos con dieta y hábitos higiénico dietéticos.","{'1': 'lngreso en planta con dieta absoluta y tratamiento antibiótico de amplio espectro.', '2': 'Colostomia de descarga.', '3': 'Drenaje mediante cirugía laparoscópica.', '4': 'Cirugía urgente con sigmoidectomía y anastomosis colorrectal.', '5': 'nan'}",1
casimedicos_469_137,CasiMedicos,train,ORTHOPEDIC SURGERY AND TRAUMATOLOGY,"Caso clinico: Mujer de 93 años con antecedentes de EPOC, HTA, dislipemia, fibrilación auricular y cardiopatía isquémica. Vive sola. Presenta fracción de eyección ventricular 53%, creatinina 1,5 mg/dL, coagulación normal. Recibe tratamiento con broncodilatadores inhalados y AAS 100 mg al día. Sufre una caída en la calle, tras la cual le resulta imposible la bipedestación y sedestación, con dolor intenso en la cadera derecha a las movilizaciones, gran acortamiento y rotación externa de la pierna. ¿Cuándo y cómo debe tratarse?","Reducción cerrada y fijación de la fractura antes de 48 horas, sedestación muy precoz, manejo ortogeriátrico.","“Actualmente se está desarrollando un nuevo enfoque para el tratamiento de estos pacientes, el cual trata de coordinar desde el principio la actividad de los diferentes sectores implicados evitando que el traslado del paciente de uno a otro se produzca al finalizar el tratamiento de cada parte. Con esta idea nacen las denominadas «unidades de ortogeriatría», que combinan la actividad quirúrgica del cirujano con la de la rehabilitación del paciente de forma inmediata y los controles y el seguimiento de medicina interna. Ya desde el inicio del proceso se pone en marcha la actividad de los asistentes sociales y las diferentes ayudas vitales y de soporte, para que la recuperación sea lo más rápida y completa posible.… En la mayoría de los casos, la intervención quirúrgica debe realizarse lo antes posible, en cuanto el enfermo esté estabilizado desde el punto de vista médico. Existe contraindicación¡de intervenir a pacientes con comorbilidad médica inestable, pero en varios estudios se ha visto que la demora de la intervención quirúrgica más allá de 48 h tras el ingreso aumenta la mortalidad. Es por ello que el momento ideal para intervenir a estos pacientes es tras conseguir la estabilización de sus patologías médicas, procurando que esto tenga lugar antes de que transcurran 48 h.” No hay ningún dato que sugiera que tenga alguna comorbilidad inestable en el momento actual, por lo que interesa la cirugía en menos de 48 horas y el manejo ortogeriátrico.","{'1': 'Ingreso para ecografía transtorácica, valoración por Cardiología y después reducción cerrada y fijación con tornillo placa.', '2': 'Ingreso para valoración por Nefrología y Cardiología, y después decidirá Traumatología si usa una artroplastia o un clavo trocantérico.', '3': 'Ingreso en Medicina Interna / Geriatría, estabilización progresiva de las comorbilidades, tratamiento ortopédico conservador.', '4': 'Reducción cerrada y fijación de la fractura antes de 48 horas, sedestación muy precoz, manejo ortogeriátrico.', '5': 'nan'}",4
casimedicos_378_132,CasiMedicos,train,NEUROLOGY,Caso clinico: Un paciente de 72 años acude a consulta con pérdida de memoria progresiva y dificultad para encontrar las palabras de un año de evolución. ¿Cuál es la exploración más útil para caracterizar el tipo de déficit cognitivo que presenta?,Evaluación neuropsicológica.,"La caracterización de los precesos de deterioro cognitivo sigue siendo clínica, siendo las pruebas de imagen (RM o PET) una herramienta de apoyo en algunas ocasiones. Sería la opción correcta la primera porque permite medir de forma estandarizada cada uno de los dominios cognitivos lo que nos permitirá encuadrar los déficis del paciente en un síndrome concreto y la monitorización del deterioro con exploraciones repetidas en el tiempo.","{'1': 'Evaluación neuropsicológica.', '2': 'Resonancia magnética cerebral.', '3': 'Tomografía de Emisión de Positrones.', '4': 'Electroencefalograma.', '5': 'nan'}",1
casimedicos_582_208,CasiMedicos,train,NEUROLOGY,"Caso clinico: Varón de 53 años sin antecedentes de interés que tras un mal movimiento en el gimnasio nota un dolor lumbar que al pasar las horas se irradia hacia la pierna derecha por la parte posterior y llega al borde lateral del pie. Presenta en la exploración maniobra de Lasègue positiva a 40o, reflejo aquíleo abolido y no se puede poner de puntillas. CORRECT ANSWER: 4",Hernia discal L5-S1 derecha.,"Describe afectación de raíz S1 por la incapacidad para andar de puntillas y la ausencia de reflejo aquíleo, además de la distribución del dolor por la pierna. De nuestras opciones, la causa que puede producir un daño en S1 es la hernia discal L5-S1.","{'1': 'Hernia discal L2-L3 derecha.', '2': 'Hernia discal L3-L4 derecha.', '3': 'Hernia discal L4-L5 derecha.', '4': 'Hernia discal L5-S1 derecha.', '5': 'nan'}",4
casimedicos_160_117,CasiMedicos,train,NEPHROLOGY,"Caso clinico: Hombre de 35 años que presenta hematuria tras infecciones respiratorias desde hace varios años, en la analítica de sangre presenta creatinina 1 mg/dl sin otras alteraciones y en la orina aparecen hematíes 50/campo siendo el 80% dismórficos, con proteinuria de 0,8 gramos en 24 horas. ¿Cuál es el diagnóstico más probable?",Nefropatía IgA.,"La respuesta correcta es: 3. Nefropatía IgA. Dado que la presentación clínica de esta nefropatía aparece de forma muy inespecífica, para identificar la enfermedad responsable debemos basarnos en su epidemiología. Al ser un varón joven, con historia de infecciones respiratorias previas, se establece una relación entre esas infecciones y la patología renal. Basándonos en ello pensamos en la Nefropatía IgA, que además de ser la glomerulonefritis más frecuente se presenta en la mayoría de los casos de la forma que se describe.","{'1': 'Nefropatía de cambios mínimos.', '2': 'Glomerulonefritis membranosa.', '3': 'Nefropatía IgA.', '4': 'Glomerulonefritis proliferativa y difusa.', '5': 'Glomeruloesclerosis focal y segmentaria primaria.'}",3
casimedicos_312_217,CasiMedicos,train,OPHTHALMOLOGY,"Caso clinico: Mujer de 84 años que acude por pérdida de visión en el ojo izquierdo de 4 días de evolución acompañada de metamorfopsias. En la mácula se aprecian abundantes exudados duros, dos pequeñas hemorragias profundas y un desprendimiento de la retina neurosensorial localizado. En el ojo contralateral presenta abundantes drusas blandas. Ante este cuadro, ¿Cuál de los siguientes diagnósticos le parece más probable?",Degeneración macular asociada a la edad (DMAE) exudativa.,"La descripción es la típica de la opción 2. Se trata de una DMAE exudativa (aunque como decíamos en la pregunta 215, con la clasificación nueva, hablaríamos de una DMAE avanzada en su variante neovascular). De cualquier manera, tenemos una paciente mayor con pérdida de visión y metamorfopsias en un ojo. En la exploración hay lesiones en la mácula. Ya con eso podemos descartar el desprendimiento de vítreo posterior agudo, que no produce pérdida visual, ni metamorfopsias, ni lesiones en la mácula. Y también la neuropatía óptica isquémica anterior no arterítica, porque ésta, si bien produce pérdida visual y es típica de personas mayores, no produce metamorfopsias. Y no hay lesiones en la mácula sino edema de papila. En la obstrucción de arteria central de la retina no es especialmente característico las metamorfopsias (sí la perdida visual y la edad avanzada), pero varían las lesiones en el fondo del ojo. En el caso de oclusión arterial, hay un edema intracelular que se ve como ausencia de hemorragias y un fondo blanquecino, pálido. Además de que afecta en global a toda la retina, y puede aparecer una mancha rojo cereza en la mácula. En este caso las lesiones son totalmente diferentes. Nos describen exudados duros, hemorragias profundas y desprendimiento de retina neurosensorial localizado. Todo ello en la mácula. Son los hallazgos característicos de la DMAE neovascular (o exudativa). Como pista, en el otro ojo hay abundantes drusas blandas. Las drusas los los hallazgos típicos la DMAE. Así que tiene DMAE en ambos ojos y en el ojo derecho recientemente se ha complicado con la aparición de la neovascularización.","{'1': 'Desprendimiento posterior de vítreo agudo.', '2': 'Degeneración macular asociada a la edad (DMAE) exudativa.', '3': 'Obstrucción de arteria central de la retina.', '4': 'Neuropatía óptica isquémica anterior no arterítica.', '5': 'nan'}",2
casimedicos_24_115,CasiMedicos,train,INFECTIOUS,"Caso clinico: Un hombre de 68 años es evaluado por presentar Fiebr51e, pérdida de peso y disnea de esfuerzo. La EF revela un nuevo soplo diastólico aórtico y estigmas de embolismos periféricos. La ecocardio muestra una vegetación de 1 cm en la válvula aórtica y en dos hemocultivos se aísla Streptococcus bovis sensible a penicilina. Tras iniciar tratamiento de endocarditis, ¿Cuál de las siguientes exploraciones nos podría ayuda en el diagnóstico?",Colonoscopia.,"Otro regalo de pregunta, la asociación de endocarditis por S.bovis y el cáncer de colon. Por cierto, es gracioso que den Rx Tórax como prueba a realizar... ¿me estás diciendo que a un paciente con fiebre y disnea le haces antes una ecocardio que una rx de tórax simple?","{'1': 'Prueba de tolerancia a la glucosa.', '2': 'Rx Tórax.', '3': 'Endoscopia digestiva alta.', '4': 'Colonoscopia.', '5': 'Ecografía abdominal.'}",4
casimedicos_260_99,CasiMedicos,train,ENDOCRINOLOGY,"Caso clinico: Una mujer de 45 años acude a la consulta remitida desde Cirutía con el diagnóstico de un tumor neuroendocrino diagnosticado tras pancreatectomía parcial por un tumor de 2 cms en cola del páncreas. El tumor había sido detectado de forma casual en una TAC abdominal solicitada para completar en estudio de un quiste simple hepático. Interrogando a la paciente destacan como antecedentes reglas irregulares, estando en amenorrea desde hace 6 meses, y cólicos renoureterales de repetición desde los 20 años de edad por los que ha precisado litotricia en varias ocasiones. Además presenta antecedentes familiares de cólicos renoureterales. ¿Cuál es su sospecha diagnóstica?",Una neoplasia endocrina múltiple tipo 1 o Síndrome de Wermer.,Tumor neuroendocrino pancreático + adenoma hipofisario (prolactinoma) + hiperparatiroidismo (cólicos renoureterales en gente joven): MEN 1.,"{'1': 'Una neoplasia endocrina múltiple tipo 1 o Síndrome de Wermer.', '2': 'Una neoplasia endocrina múltiple tipo 2 A o Síndrome de Sipple.', '3': 'Una neoplasia endocrina múltiple tipo 2B.', '4': 'Somatostatinoma.', '5': 'Un tumor neuroendocrino productor de PTH.'}",1
casimedicos_211_87,CasiMedicos,train,GENERAL SURGERY,"Caso clinico: Una mujer de 78 años acude a Urgencias por dolor en fosa ilíaca izquierda de 24 horas de evolución asociado a fiebre y algún vómito ocasional. A la exploración destaca dolor a la palpación de forma selectiva en la fosa ilíaca izquierda con sensación de ocupación, defensa y descompresión positiva. Ante la sospecha de diverticulitis aguda, ¿cuál de las siguientes afirmaciones es correcta?","En caso de absceso pélvico contenido, está indicada la colocación de un drenaje percutáneo guiado con TAC o ecografía.","La 1 es incorrecta porque las pruebas de imagen de elección serían ecografía o TC; la 3 es incorrecta porque el abordaje laparoscópico está indicado de entrada; la 4 es incorrecta porque la indicación en el primer episodio es para menores de 50 años, en el resto se indica después del segundo episodio o en casos de clínica persistente o en sospecha de neoplasia; y la 5 es incorrecta porque la cirugía en casos de perforación con peritonitis siempre debe resecar el segmento de colon afecto para controlar el foco de la infección.","{'1': 'La exploración complementaria más segura y de mejor rendimiento es el enema con contraste baritado.', '2': 'En caso de absceso pélvico contenido, está indicada la colocación de un drenaje percutáneo guiado con TAC o ecografía.', '3': 'En caso de precisar intervención quirúrgica tras solucionarse el episodio agudo, el abordaje laparoscópico está contraindicado.', '4': 'En caso de diverticulitis aguda no complicada, está indicada la sigmoidectomía electiva tras la curación del primer episodio agudo.', '5': 'Si se produjera una peritonitis generalizada, la técnica quirúrgica más adecuada es la práctica de una colostomía derivativa sin resección del segmento sigmoideo afectado.'}",2
casimedicos_162_121,CasiMedicos,train,NEPHROLOGY,"Caso clinico: Un paciente de 52 años con enfermedad renal crónica estadio V, secundaria a Poliquistosis autosómica dominante, recibe un injerto renal de donante cadáver. Un hermano suyo de 34 años acude a visitarlo y refiere desconocer si padece la enfermedad por no haber acudido nunca a un médico desde la adolescencia. ¿Qué actitud o prueba le parece más adecuada para recomendarle en ese momento?",Ecografía abdomino-pélvica.,"La respuesta correcta es: 2. Ecografía abdomino-pélvica. La ecografía abdomino-pélvica es sin duda la prueba más específica y sensible para el diagnóstico de poliquistosis renal y, sobre todo, la más barata para demostrar si el hermano del paciente ha heredado o no la poliquistosis.","{'1': 'Estudio genético mutacional y de ligamiento.', '2': 'Ecografía abdomino-pélvica.', '3': 'Tomografía axial computerizada helicoidal con contraste iodado.', '4': 'Resonancia nuclear magnética abdominal y cerebral.', '5': 'Controles clínicos periódicos.'}",2
casimedicos_207_181,CasiMedicos,train,GYNECOLOGY AND OBSTETRICS,"Caso clinico: Mujer de 43 años, remitida a la Consulta de Patología del Tracto Genital Inferior del Hospital por presentar una citología cérvico-vaginal informada como «L-SIL» (Lesión Intraepitelial de Bajo Grado). Refiere infecciones vaginales de repetición (Trichomoniasis,…) y haber tenido más de 5 parejas sexuales en su vida. CORRECT ANSWER: 5",Aconsejarle que deje el tabaco y los anticonceptivos y hacerle un control en 6 meses.,"La mejor respuesta a esta pregunta es la número 5. La mayoría de laslesiones identificadas como L-SIL se asocian a infección por VPH: por ello, se aconseja dejar el tabaco, ya que éste es un factor de progresión de la dicha infección. Por otro lado y según los últimos estudios, el 70% de las citologías informadas como LSIL remitirán, un 15% persistirá y otro 15% mostrará una citología más grave, sin poder diferenciarse si se trata de una progresión biológica o de una lesión oculta en la citología inicial. Debido a ello, lo más adecuado es volver a hacerle un control a los 6 meses. Dado los antecedentes personales de la mujer (más de 5 parejas sexuales e infecciones de repetición) y su edad, lo ideal sería remitirla para realizar una colposcopia. No obstante, la respuesta 5 dice que control en 6 meses, pero no especifia qué control (podría ser una colposcopia o una citología).","{'1': 'Conización con asa de diatermia.', '2': 'Legrado endocervical con legra de Kevorkian.', '3': 'Biopsia de endometrio con cánula de Cornier.', '4': 'Histerectomía sin anexectomía.', '5': 'Aconsejarle que deje el tabaco y los anticonceptivos y hacerle un control en 6 meses.'}",5
casimedicos_584_73,CasiMedicos,train,OBSTETRICS AND GYNECOLOGY,"Caso clinico: Mujer de 51 años, menopaúsica desde hace un año y medio, que consulta por manchado vaginal de 2 semanas de evolución. Refiere que el manchado es menor que una regla. En la ecografía se objetiva un endometrio de 7 mm. CORRECT ANSWER: 1","El endometrio está engrosado y ante la clínica de la paciente, toma una biopsia endometrial con cánula de Cornier.","El endometrio está engrosado para ser una mujer menopáusica (algunas guías ponen el límite en 5 y otras en 3mm). Y la primera prueba complementaria a realizar sería una biopsia endometrial. Si ya ésta no es determinante, se valorará realizar histeroscopia como 2ª opción.","{'1': 'El endometrio está engrosado y ante la clínica de la paciente, toma una biopsia endometrial con cánula de Cornier.', '2': 'El endometrio no está engrosado por lo que le pauta ácido tranexámico y seguimiento ambulatorio.', '3': 'Tiene indicación de histeroscopia diagnóstica sin necesidad de toma de biopsia endometrial.', '4': 'El endometrio no está engrosado, pero como tiene clínica de metrorragia está indicada la realización de una biopsia endometrial.', '5': 'nan'}",1
casimedicos_138_165,CasiMedicos,train,OTORHINOLARYNGOLOGY AND MAXILLOFACIAL SURGERY,"Caso clinico: Niño que acude a consulta de ambulatorio porque se lleva la mano al oído, sin fiebre ni signos inflamatorios agudos y que en la exploración se observa un tímpano sonrosado/ambarino. Como antecedentes refiere que hace un mes presentó un episodio de otalgia, fiebre acompañada de irritabilidad y que fue tratado con amoxicilina 40 mg/kg/día. ¿Cuál es el diagnóstico más probable?",Otitis media serosa.,"Leyendo el caso, vamos descartando opciones: niño con otalgia, pero sin fiebre ni signos inflamatorios agudos: ya no es ni la 1 (otitis media aguda recidivante) ni la 5 (mastoiditis). En la otoscopia, se observa un tímpano sonrosado y ambarino: no se observan escamas, luego no es la 4 (otitis media crónica colesteatomatosa); ni tampoco perforaciones ni adhesiones, luego tampoco es la 3 (otitis media crónica simple). La otoscopia es característica de una otitis media serosa (respuesta 2 correcta). Es conocido por ORL, pediatras y médicos de familia que en el mes siguiente a una otitis media aguda, el oído medio queda ocupado por un contenido mucoseroso cuya evolución conviene vigilar.","{'1': 'Otitis media aguda recidivante.', '2': 'Otitis media serosa.', '3': 'Otitis media crónica simple.', '4': 'Otitis media crónica colesteatomatosa.', '5': 'Mastoiditis.'}",2
casimedicos_136_132,CasiMedicos,train,ONCOLOGY,"Caso clinico: Hombre de 60 años acude a urgencias por crisis comicial. Ex-fumador desde hace 3 años, sin otros antecedentes de interés. Una TAC evidencia metástasis múltiples. ¿Cuál es el origen más probable?",Cáncer de pulmón.,El cáncer de pulmón es la causa más frecuente de las metástasis cerebrales y en un 20-30% de los casos es a raíz de ellas que se diagnostica el tumor primario (como aquí).,"{'1': 'Cáncer de cabeza y cuello.', '2': 'Cáncer de pulmón.', '3': 'Cáncer de vejiga urinaria.', '4': 'Cáncer de colon.', '5': 'Cáncer de páncreas.'}",2
casimedicos_518_105,CasiMedicos,train,CRITICAL AND EMERGENCY CARE,"Caso clinico: Una mujer de 24 años con antecedentes de migraña, en tratamiento con propranolol y anticonceptivos orales, que acude por disnea intensa, ronquera, erupción cutánea, náuseas y vómitos 30 minutos después de la toma de metamizol. Presenta una presión arterial de 90/40 mmHg y una SatO2 de 90%. CORRECT ANSWER: 4","Adrenalina, dexclorfeniramina y glucagón.","Nos encontramos ante una reacción anafiláctica por metamizol, en la que hay que actuar rápidamente o la paciente podría evolucionar a parada cardíaca. Es importante evaluar la gravedad de las reacciones alérgicas, ya que, en este caso, el tratamiento precoz es fundamental para prevenir la elevada mortalidad si no se aplica. El tratamiento de elección es la adrenalina IM (sólo pasar a IV si anafilaxia refractaria), que ha demostrado el aumento de la supervivencia, pudiéndose repetir la administración cada 5-15 minutos si los síntomas no ceden. Como tratamiento adyuvante, se podría administrar la dexclorfeniramina. En este caso concreto, al tomar la paciente tratamiento previo con propranolol, nos está indicando que la respuesta correcta es la 4, que es la que incluye la administración de glucagón, que se administra porque los pacientes que toman betabloqueantes pueden ser resistentes al tratamiento con adrenalina y desarrollar hipotensión refractaria y bradicardia prolongada. La dosis en adultos es de 1 a 2mg, por vía IV o IM, pudiendo ser repetida en 5 minutos o seguida de una infusión a 5-15mcg/min.","{'1': 'Adrenalina.', '2': 'Adrenalina y dexclorfeniramina.', '3': 'Adrenalina, dexclorfeniramina y metilprednisolona.', '4': 'Adrenalina, dexclorfeniramina y glucagón.', '5': 'nan'}",4
casimedicos_543_39,CasiMedicos,train,ALLERGOLOGY,Caso clinico: Paciente de 35 años de edad que consulta para confirmar una sospecha de alergia a Anisakis simplex. Ha sufrido previamente un cuadro clínico de anisakiasis gastrointestinal tras ingerir pescado. En las pruebas efectuadas se evidencian niveles de IgE específica de 10 KU/l frente a Anisakis simplex. De las siguientes ¿Cuál sería la recomendación dietética para este paciente?:,Puede comer pescado ultracongelado comercialmente.,"El Anisakis simplex es un parásito que se encuentra de forma frecuente en el pescado. Para evitar reacciones con dicho parásito realizará una dieta exenta de pescado fresco y crudo (boquerones en vinagre, ahumados, salazones, sushi, etc.). Podrá consumir pescado ultracongelado o pescado fresco previamente congelado a-20ºC al menos 5 días antes de cocinarlo, siempre y cuando lo cocine a altas temperaturas >60ºC (asado, frito, etc.), evitando preparaciones crudas, a la plancha o cocciones en microondas. Se recomienda consumir preferentemente las colas porque las larvas del parásito suelen estar cerca de las vísceras de la cabeza.","{'1': 'No puede comer ningún pescado, crustáceo, molusco ni cefalópodo.', '2': 'Puede comer pescado fresco cocinado a la plancha.', '3': 'Puede comer pescado ultracongelado comercialmente.', '4': 'Puede comer pescado fresco marinado o ahumado en frío.', '5': 'nan'}",3
casimedicos_2_36,CasiMedicos,train,DIGESTIVE,"Caso clinico: Un paciente de 87 años con antecedentes de bronquitis crónica e insuficiencia cardiaca, ha sido diagnosticado de colecistitis aguda litiásica. Tras 4 días de hospitalización en tratamiento con dieta absoluta, sueroterapia piperacilina-tazobactam, el paciente continúa con fiebre, dolor abdominal persistente y leucocitosis.. CORRECT ANSWER: 2",Drenaje biliar mediante colecistostomía percutanea.,"En esta pregunta, insisten en la edad y a comorbilidad del paciente, así como en el tiempo de evolución, por lo que la respuesta probablemente no será la 1. De todas formas lo ideal es drenar esa vesícula que no acaba de remontar por lo que la respuesta que yo pondría sería la 2.","{'1': 'Tratamiento quirúrgico urgente.', '2': 'Drenaje biliar mediante colecistostomía percutanea.', '3': 'Sustituir la piperacilina-tazobactam por metronidazol-cefotaxima.', '4': 'Sustituir la piperacilina-tazobactam por amikacina-clindamicina.', '5': 'Añadir al tratamiento un aminoglucósido como gentamicina.'}",2
casimedicos_122_119,CasiMedicos,train,MICROBIOLOGY,"Caso clinico: Mujer de 17 años de edad que acude a urgencias por un cuadro agudo de fiebre elevada, dolor faríngeo y adenopatías cervicales. Previamente había sido diagnósticada de faringitis aguda y recibió tratamiento con amoxicilina, presentando posteriormente un exantema cutáneo maculoso generalizado. Se realiza analítica que presenta ligera leucocitosis y presencia de leucocitos activados, ligera trombopenia y transaminasas levemente aumentadas. ¿Cuál sería el diagnóstico más probable de este cuadro clínico?",Es un cuadro típico de mononucleosis infecciosa.,"La respuesta correcta es la primera. Es un cuadro típico de mononucleosis infecciosa. Aunque puede darse un cuadro similar en una toxoplasmosis aguda, menos del 1% de las infecciones agudas por toxoplasma se presentan como mononucleosis. Característico de la mononucleosis infecciosa por Epstein-Barr es la aparición del exantema macular tras el tratamiento por amoxicilina.","{'1': 'Es un cuadro típico de mononucleosis infecciosa.', '2': 'Infección por varicela zoster.', '3': 'Toxoplasmosis aguda.', '4': 'Enfermedad de Lyme.', '5': 'Infección por herpes virus 8.'}",1
casimedicos_36_130,CasiMedicos,train,NEUROLOGY AND NEUROSURGERY,"Caso clinico: Una mujer de 85 años consulta por cansancio y debilidad especialmente por las mañanas. A veces se encuentra inestable al caminar y tiene que sentarse para recuperar el equilibrio. En dos ocasiones ha tenido que sentarse para no caer pero niega síntomas de mareo. Tiene hipertensión arterial, incontinencia urinaria y artrosis. Su tratamiento es hidroclorotiazida (25 mg/d), oxibutinina (10 mg/d), lisinopril (10 mg/d), calcio (1500 mg/d) y paracetamol (3 gr/d). A la exploración destaca una tensión arterial de 115/70 mm Hg, pulso 80 lpm. Sus movimientos son lentos. Tiene un temblor moderado las manos. Puede levantarse de la silla lentamente pero sin necesidad de apoyarse en los brazos. Camina levemente inclinada hacia adelante con poco balanceo de los brazos. Gira lentamente pero sin perder el equilibrio. No es capaz de mantenerse sobre un solo pie. ¿Cuál de las siguientes posibles actuaciones realizaría en primer lugar?",Intento terapéutico con L-dopa.,"La respuesta correcta es iniciar tratamiento con L-dopa, ya que la clínica descrita es de un parkinsonismo cuyo diagnóstico es exclusivamente clínico. El resto de respuestas pueden realizarse para diagnóstico diferencial, pero la realización de pruebas complementarias no justifica el retraso del inicio de tratamiento.","{'1': 'Valorar agudeza visual.', '2': 'Realizar una resonancia magnética.', '3': 'Estudio con mesa basculante.', '4': 'Medir la tensión arterial tumbada y levantada.', '5': 'Intento terapéutico con L-dopa.'}",5
casimedicos_338_31,CasiMedicos,train,GYNECOLOGY AND OBSTETRICS,"Caso clinico: Mujer de 20 años con tumoración ovárica de 15 cm, sólido-quística, detectada por ecografía tras presentar síntomas abdominales inespectíficos. En el estudio histopatológico de la pieza correspondiente se encuentran dientes, pelos, zonas de epitelio intestinal, áreas de epitelio escamoso (15%) y bronquial, así como elementos neuroectodérmicos y embrionarios en varias de las preparaciones histológicas. CORRECT ANSWER: 3",Teratoma quístico maduro.,"Teratoma quístico maduro (frecuente en el ovario de la mujer adulta). Masa con un gran quiste que ocupa la mayor parte de ella; en su cavidad hay material sebáceo y pelos. La pared, en general de pocos milímetros de espesor, tiene la estructura de piel, con su superficie epidérmica hacia la cavidad. Por este desarrollo preponderante de estructuras cutáneas se le suele denominar quiste dermoide. Los tejidos que componen el tumor son bien diferenciados (maduros o de tipo adulto); aparte estructuras cutáneas se pueden observar muchos otros tejidos,particularmente en un engrosamiento o espolón que hace eminencia hacia la cavidad, en el que con frecuencia hay dientes, cartílago y hueso.","{'1': 'Teratocarcinoma.', '2': 'Teratoma inmaduro.', '3': 'Teratoma quístico maduro.', '4': 'Disgerminoma.', '5': 'nan'}",3
casimedicos_432_117,CasiMedicos,train,INFECTIOUS DISEASES AND MICROBIOLOGY,"Caso clinico: Hombre de 85 años portador de catéter venosa periférico que, una semana después de estar hospitalizado por un ictus, comienza con tiritona y fiebre. Se realizan hemocultivos y desde microbiología se informa que están creciendo cocos gram positivos en racimos. En espera del antibiograma, ¿cual es el tratamiento antibiótico más adecuado?",Vancomicína.,"La causa más frecuente de infección por catéter es una bacteria que coloniza la piel. La tinción de Gram nos dice que es un estafilococo, la mayoría de las especies de este género adquirido de forma intrahospitalaria son meticilin resistente, por lo que se consideran resistente a Cloxacilina, Cefazolina y no hay datos clínicos acerca de la eficacia de linezolid para el tratamiento de la infección sistémica relacionada con catéter. Esto, más la experiencia con el uso de vancomicina en este cuadro se considera de elección empíricamente a vancomicina.","{'1': 'Cefazolína.', '2': 'Cloxacilina.', '3': 'Vancomicína.', '4': 'Linezolid.', '5': 'nan'}",3
