id,source,split,guidebook,topic,question,short_answer,evidence,subquestion,options,correct_answer
casimedicos_439_96,CasiMedicos,train,,GYNECOLOGY AND OBSTETRICS,"Caso clinico: Mujer de 64 años. Menopausia a los 54 años. Dos embarazos y partos eutócicos. No toma ninguna medicación. Acude al servicio de urgencias refiriendo sangrado vaginal de dos días de duración con molestias en hipogastrio. La exploración clínica realizada por el ginecólogo no objetiva lesiones en genitales externos, vagina ni cérvix. El tacto vaginal no es concluyente. ¿Cual de las siguientes conductas le parece mas adecuada como primera aproximación diagnóstica?",Ecografia transvaginal y medición del espesor endometrial. En función de éste tomar biopsia endometrial o no.,"Siendo la causa más frecuente de sangrado vaginal en mujer postmenopáusica la atrofia uro-genital, no se puede descartar la existencia de una patología endometrial. Según la SEGO: «El sangrado genital anómalo es el signo principal de sospecha que nos debe llevar a descartar una patología neoplásica endometrial, en particular en pacientes postmenopáusicas, o con factores de riesgo asociados. (…) Ante el signo de sospecha la realización de una ecografía transvaginal, o en su defecto transrectal, nos permite: descartar patología orgánica (miomas, pólipos); medición del grosor endometrial en un corte longitudinal. Se recomienda utilizar un punto de corte de 3mm para la realización de biopsia endometrial en la paciente sintomática».",,"{'1': 'Ecografia transvaginal y medición del espesor endometrial. En función de éste tomar biopsia endometrial o no.', '2': 'Biopsia endometrial por aspiración en consulta. Con ella puedo obtener el diagnóstico muy fiablemente y es económica.', '3': 'Histeroscopia con sedación y biopsia dirigida si se ve alguna lesión.', '4': 'Realizaría un microlegrado, ya que es la prueba que me proporcionaría el diagnóstico definitivo.', '5': 'nan'}",1
casimedicos_192_160,CasiMedicos,train,,PEDIATRICS,"Caso clinico: Los padres de un lactante de 5 meses acuden porque su hijo, que asiste a guardería, presenta desde hace 3 días, coincidiendo con una infección respiratoria de vías altas, heces líquidas en número de 4 al día, algún vómito alimentario ocasional y temperatura axilar de 38,3ºC. Es alimentado con lactancia mixta. A la exploración el lactante tiene buen estado general, está bien nutrido e hidratado y su respiración es eupneica; su peso es de 4.730g y ha descendido 70 g respecto al de la semana anterior. El abdomen están blando y depresible, sin masas ni megalias, y la fontanela, normotensa. Salvo la presencia de rinorrea acuosa, el resto de exploración por órganos y aparatos es normal. El resto de respuestas toca muchos de los “mitos” y costumbres entorno a la gastroenteritis.","Se ha de aconsejar reponer las pérdidas tras cada deposición, con solución rehidratante oral, y continuar con su alimentación habitual.","El bebé no está deshidratado y tiene un buen estado general. Se trata de evitar la deshidratación reponiendo lo que se va perdiendo, evitando en lo posible cambios drásticos en sus hábitos alimentarios. Tampoco hay datos de intolerancia a lactosa (irritación perianal, heces espumosas y ácidas, etc) que aconsejen una leche sin lactosa.",,"{'1': 'Se debe realizar estimación de las pérdidas, recomendar un ayuno de 4 horas y rehidratar durante este tiempo con solución rehidratante oral.', '2': 'Es aconsejable la introducción de cereales de arroz por su efecto astringente.', '3': 'Se debe realizar coprocultivo tan pronto como sea posible para excluir un origen bacteriano.', '4': 'Se debe recomendar el empleo de fórmula sin lactosa.', '5': 'Se ha de aconsejar reponer las pérdidas tras cada deposición, con solución rehidratante oral, y continuar con su alimentación habitual.'}",5
casimedicos_289_65,CasiMedicos,train,,GENERAL SURGERY,"Caso clinico: Señale de entre las siguientes la complicación más probable que presenta un paciente intervenido, hace 20 años, de úlcera gástrica mediante antrectoínía y gastroyeyunostomía (Billroth II) que acude a su consulta refiriendo dolor abdominal postpradial, distensión abdominal, diarrea y datos analíticos de malabsorción de grasas y de vitamina B12: El enunciado ha descrito la clínica de este síndrome.",Síndrome de asa aferente con sobrecrecimiento bacteriano.,"Suele ser una complicacion tardía (el paciente fue intervenido hace 20 años de un Bilroth II, recordemos que es una gastrectomia parcial, cierre del muñón gastrico y anastomosis de primera asa yeyunal al muñón), se acompaña de dolor postprandial, distensión abdominal. Lo que ha ocurrido es una estenosis del asa aferente, por lo que las secreciones biliares y pancreáticas no se mezclan con el bolo, se acumulan, producen dolor que se alivia con el vómito, no es posible la absorción de las grasas (falta la lipasa pancreatica), por lo que hay diarreas, y si se asocia con sobrecrecimiento bacteriano, hay malabsorción de vitamina B12. Si se tratara de Adenocarcinoma gástrico, habrían hablado de síndrome constitucional, manifestaciones extradigestiva (nódulo hermana Maria Jose, tumor de Krukenberg, nódulo Virchow). No es dumping porque no habla de clinica vegetativa (palpitaciones, rubefacción facial, etc…). La gastropatía por reflujo biliar es un diagnostico endoscópico, ademas no se asocia con diarreas ni con malabsorción.",,"{'1': 'Gastropatía por reflujo biliar.', '2': 'Adenocarcinoma gástrico.', '3': 'Síndrome de evacuación gástrica rápida (dumping).', '4': 'Síndrome de asa aferente con sobrecrecimiento bacteriano.', '5': 'nan'}",4
casimedicos_366_106,CasiMedicos,train,,PNEUMOLOGY AND THORACIC SURGERY,"Caso clinico: Un hombre de 32 años natural de Camerún consulta por fiebre tos y dolor en hemitórax izquierdo de 1 mes de evolución. Tomó durante 1semana amoxicilina-clavulánico sin mejoría de los síntomas. Se le realiza un análisis donde destaca una cifra de leucocitos de 8000/microL y una hemoglobina de 12,8 g/dL. En la radiografía de tórax se observa un derrame pleural izquierdo loculado que ocupa un tercio del hemitórax. Una toracentesis muestra un líquido amarillento con las siguientes características: hematíes 2000/µL, leucocitos 2500/µL con 90% de linfocitos, proteínas 4,9 g/dL, lactato deshidrogenasa 550 VIL, glucosa 67 mg/dL y ausencia de células malignas en el estudio citológico. ¿Cuál de las siguientes pruebas sería más útil para diagnosticar la causa del derrame pleural?",Medición de la adenosína desaminasa del líquido pleural.,"La sospecha es muy alta para derrame pleural tuberculoso, en paciente joven de una zona con alta tasa de TBC, un exudado linfocitario que apunta aTBC, linfoma o tumoral. Tumoral poco probable por edad, citología negativa. Linfoma podría ser pero no hay evidencia de patología ganglionar asociada. La Adenosin deaminasa alta en LP permitiría apuntar con mucha seguridad a una TBC pleural aunque convendría confirmar el diagnostico con una biopsia pleural dado que se puede presentar también en linfomas y empiemas de otro origen.",,"{'1': 'Una tomografía computarizada (TC) torácica.', '2': 'Medición del pH del líquido pleural.', '3': 'Medición de la adenosína desaminasa del líquido pleural.', '4': 'Prueba de la tuberculina.', '5': 'nan'}",3
casimedicos_544_40,CasiMedicos,train,,ALLERGOLOGY,"Caso clinico: Mujer de 16 años diagnosticada de rinoconjuntivitis alérgica por sensibilización a pólenes de gramíneas desde los 10 años, que no controla totalmente la sintomatología en época de polinización con antihistamínicos orales y corticoides tópicos nasales. ¿Qué opción terapéutica etiológica estaría indicada?:",Inmunoterapia específica vía sublingual o vía subcutánea durante un periodo mínimo de 3 años.,Actualmente el único tratamiento eficaz y capaz de modificar el curso natural de la alergia respiratoria es la inmunoterapia específica con alérgenos durante un mínimo de 3 años consecutivos. En este paciente el tratamiento convencional no ha funcionado por lo que se puede escalar a la inmunoterapia específica con alérgenos. Si que es verdad que no es necesario esperar 10 años para iniciarla dado que está indicada y se permite su uso si existe una relevancia clínica en mayores de 5 años. Omalizumab es un tratamiento biológico que solo estaría indicado en caso de asma bronquial moderada grave secundaria a alergia respiratoria.,,"{'1': 'Inmunoterapia específica vía sublingual o vía subcutánea durante un periodo mínimo de 3 años.', '2': 'Inmunoterapia específica vía sublingual o vía subcutánea durante un periodo máximo de 1 año.', '3': 'Omalizumab vía subcutánea cada 4 semanas durante un período máximo de 1 año.', '4': 'Omalizumab vía subcutánea cada 4 semanas durante un período mínimo de 6 meses.', '5': 'nan'}",1
casimedicos_533_179,CasiMedicos,train,,ONCOLOGY,"Caso clinico: Mujer de 32 años con síndrome de neoplasia endocrina múltiple de tipo 2A (MEN-2A) y portadora de una mutación en RET. En una ecografía de cuello se identifica un nódulo hipoecogénico de 6 mm con calcificaciones en su interior. Se decide tiroidectomía total y vaciamiento ganglionar cervical. En el estudio macroscópico se identifican un total de tres nódulos, dos en el lóbulo derecho de 5 y 6 mm, y uno en el lóbulo izquierdo de 4 mm. En el estudio microscópico las tres lesiones están constituidas por una proliferación uniforme de células redondeadas que se disponen con un patrón sólido y se acompañan de calcificaciones y de depósitos de amiloide. Los núcleos no son claros, ni muestran hendiduras, ni pseudoinclusiones. La tinción inmunohistoquímica para sinaptofisina es positiva. En el vaciamiento ganglionar cervical se identifican metástasis. ¿Cuál es el diagnóstico anatomopatológico de las lesiones identificadas en la tiroidectomía total?:",Carcinoma medular multifocal.,"RET típico de medular de tiroides (células C, calcitonina elevada, heredado MEN-2ª, típica pregunta MIR).",,"{'1': 'Carcinoma medular multifocal.', '2': 'Carcinoma papilar multifocal.', '3': 'Carcinoma folicular.', '4': 'Hiperplasia de células parafoliculares.', '5': 'nan'}",1
casimedicos_80_37,CasiMedicos,train,,DIGESTIVE SYSTEM,"Caso clinico: Hombre de 52 años que consulta por una segunda opinión sobre la necesidad de realizarse biopsia hepática para estudio de hipertransaminasemia detectada desde hace dos años en análisis rutinarios de empresa. Entre sus antecedentes familiares destaca el fallecimiento de su padre de una cirrosis epatica de etiologíaa no filiada. Asintomático y realizando vida social y laboral sin límitaciones. Niega consumo de alcohol. En la exploración física destaca pigmentación metálica de piel y mínima hepatomegalia no dolorosa. Resto de la exploración física normal, índice de masa corporal 23. Aporta analítica con los siguientes resultados: billirrubina, albúmina, transaminasas AST y ALT, hemograma y tiempo de protrombina normales: glucemia 150 mg/dl; ferritina sérica 950; saturación de trasferrina >45%.Estudio de virus hepatotropos negativo. Ecografía abdominal normal. Le han realizado estudio genético HFE siendo homocigoto para la mutación C282Y. ¿Cuál sería la recomendación más acertada con a información disponible?:",Iniciar tratamiento con flebotomías.,"Es un paciente que ya tiene diagnóstico de hemocromatosis, por estudio genético positivo y datos de sobrecarga férrica (IST >45% y ferritina elevada). La biopsia nos serviría si el diagnóstico es incierto o si quisieramos valorar afectación hepática que no se sospecha con esa analítica. El tratamiento de elección son las flebotomías.",,"{'1': 'Realizar biopsia hepática.', '2': 'Realizar resonancia magnética hepática.', '3': 'Iniciar tratamiento con flebotomías.', '4': 'Iniciar tratamiento con desferroxamina.', '5': 'Iniciar tratamiento con Vitamina E.'}",3
casimedicos_394_225,CasiMedicos,train,,PSYCHIATRY,"Caso clinico: Mariano es un señor de 53 años de edad que acude a su consulta refiriendo sentir un gran malestar desde hace ya unos años. Relaciona el malestar con una conducta que encuentra absurda pero que es incapaz de evitar. Esta conducta que lleva a cabo siempre al llegar a su casa de vuelta del trabajo consiste en accionar el pomo del baño del piso superior de la vivienda antes de hacer cualquier otra cosa, incluso antes de saludar a su familia. Algunas veces ha intentado resistirse a hacerlo pero solo ha conseguido angustiarse y demorar la conducta unos minutos. CORRECT ANSWER: 4",Compulsión.,"En esta pregunta piden el nombre del síntoma, no de la enfermedad, así que por ello la respuesta correcta es compulsión. Según el DSM-5, una compulsión es un comportamiento (p.ej: lavarse las manos, ordenar, comprobar cosas) o acto mental (p.ej: rezar, contar, repetir palabras en silencio) repetitivo que el sujeto realiza como respuesta a una obsesión o de acuerdo con reglas que ha de aplicar de forma rígida. El objetivo de los comportamientos o actos mentales es prevenir o disminuir la ansiedad o malestar, o evitar algún suceso o situación temida; sin embargo, estos comportamientos o actos mentales no están conectados de una manera realista con los destinados a neutralizar o prevenir o bien resultan claramente excesivos.",,"{'1': 'Trastorno obsesivo-compulsivo.', '2': 'Obsesión.', '3': 'Impulsión.', '4': 'Compulsión.', '5': 'nan'}",4
casimedicos_229_178,CasiMedicos,train,,PEDIATRICS,"Caso clinico: Lactante de 10 meses previamente sano con gastroenteritis aguda de un día de evolución y signos de deshidratación leve, sin sangre ni moco en las heces y sin tolerancia oral. ¿Cuál es el tratamiento de elección inicial en nuestro medio?",Rehidratación con solución de rehidratación oral de baja osmolalidad (sodio 60-75 mEq/L) y continuar con su alimentación habitual.,"El lactante presenta una GEA aguda sin signos de alarma ni de deshidratación grave. El primer paso sería intentar tolerancia oral con suero de rehidratación oral y continuar con su alimentación normal si buena tolerancia. La respuesta 1 puede dar lugar a dudas, por el hecho de que en el enunciado comentan que el paciente “no tolera a la vía oral” Podría en ese caso iniciarse rehidratación intravenosa… pero no sería conveniente dejar en dieta absoluta 8 horas ni tampoco una dieta astringente posterior, por lo que yo me decanto por la 2. El resto de tratamientos, no aportan ningún beneficio.",,"{'1': 'Rehidratación intravenosa, dieta absoluta 8 horas y comenzar alimentación con dieta astringente.', '2': 'Rehidratación con solución de rehidratación oral de baja osmolalidad (sodio 60-75 mEq/L) y continuar con su alimentación habitual.', '3': 'Rehidratación con solución de rehidratación oral de baja osmolalidad (sodio 60-75 mEq/L) mantener alimentación habitual y amoxicilina oral 10 días.', '4': 'Rehidratación con solución de rehidratación oral de baja osmolalidad (sodio 60-75 mEq/L) y comenzar alimentación con fórmulas sin lactosa.', '5': 'Rehidratación con solución de rehidratación oral de baja osmolalidad (sodio 60-75 mEq/L) mantener alimentación habitual y loperamida 7 días.'}",2
casimedicos_198_73,CasiMedicos,train,,NEUROLOGY,"Caso clinico: Un hombre de 77 años con antecedentes de Diabetes Mellitus tipo 2, fue diagnosticado hace 2 años de deterioro cognitivo leve. En aquel momento se practicó un Minimental (Folstein) 28/30, Test de Yesavage abreviado 14/15, una analítica con TSH y factores de maduración normales junto con serologías de LUES y VIH negativas y una resonancia magnética (RM) que mostraba atrofia cortical difusa predominante en zona posterior. El paciente acude acompañado de su esposa que refiere evolución progresiva y lenta del deterioro de la memoria (p.e. en ocasiones se ha confundido con las dosis de insulina). No existen alucinaciones ni trastorno conductual. El Minimental actual es de 24/30 y el Test de Yesavage 14/15, no existe focalidad neurológica, temblor ni trastornos del tono o de la marcha a la exploración física. Hace 2 meses acudió a Urgencias tras un traumatismo craneo­encefálico leve por caida accidental (la única en 2 años) y se realizó una tomografía que no aportaba nueva información respecto a la RM previa. ¿Cuál es el diagnóstico más probable en este paciente?",Enfermedad de Alzheimer.,"Este caso describe una Enfermedad de Alzheimer con comienzo insidioso de problemas de memoria a corto plazo. Clínicamente se puede distinguir de otras opciones por ausencia de problemas conductuales (típicos de la Demencia frontotemporal) y alucinaciones (precoces en la Enfermedad por cuerpos de Lewy). La demencia vascular se diagnostica por criterios que incluyen déficit de memoria y en otras dos áreas cognitivas con deterioro funcional consiguiente, pero enfermedad vascular cerebral según datos de la historia, de la exploración y/o de las pruebas de neuroimagen, las cuales no se indican en el caso. La enfermedad de Creutzfeldt-Jacob es sobretodo de rápida evolución y suele presentarse con otra clínica, exploración neurológica anormal y alteraciones en la RM.",,"{'1': 'Demencia frontotemporal.', '2': 'Enfermedad de Alzheimer.', '3': 'Demencia vascular.', '4': 'Enfermedad por cuerpos de Lewy.', '5': 'Enfermedad de Creutzfeldt-Jakob.'}",2
casimedicos_351_161,CasiMedicos,train,,GYNECOLOGY AND OBSTETRICS,"Caso clinico: Mujer de 27 años remitida a consulta de ginecología para su valoración refiriendo dispareunia desde hace unos 8 meses, junto con disquecia y rectorragia ocasional coincidiendo con la menstruación desde hace 3-4 meses. También refiere dismenorrea desde hace años que controla bien con ibuprofeno. Lleva intentando quedarse embarazada unos 16 meses sin haberlo conseguido aún. En la exploración ginecológica tan sólo se aprecia dolor al presionar fondo de saco vaginal posterior. ¿Qué prueba considera Ud que le permitiría llegar al diagnóstico de certeza de su patología?",Laparoscopia diagnóstica.,"El caso clínico que presentan es una mujer en edad fértil (27 años) que presenta dispareunia + dismenorrea + esterilidad, lo cual debe hacernos pensar en una endometriosis. La historia clínica y la ecografía dan un diagnóstico de sospecha, pero el diagnóstico de certeza lo da la observación directa (con biopsia asociada o no) de implantes de tejido endometrial ectópico, bien por laparotomía o por laparoscopia.",,"{'1': 'Ecografía transvaginal.', '2': 'Laparoscopia diagnóstica.', '3': 'Resonancia magnética.', '4': 'Colonoscopia.', '5': 'nan'}",2
casimedicos_69_124,CasiMedicos,train,,"ANESTHESIOLOGY, CRITICAL CARE AND EMERGENCY MEDICINE","Caso clinico: La hija de una anciana de 82 años nos consulta porque ha encontrado a su madre más confusa de lo normal. La paciente está diagnosticada de enfermedad de Alzheimer en grado moderado. Tiene además FA, depresión y artrosis. Su tratamiento estable desde hace 3 años, incluye digoxina, acenocumarol, fluoxetina desde hace 4 meses e ibuprofeno desde hace un mes por dolores articulares. A la exploración, su tensión es de 130/80, frecuencia cardiaca de 48 lpm y respiratoria de 10 rpm. ¿Cuál de los siguientes es la causa más probable del aumento de confusión?",Intoxicación digitálica.,"La causa más probable es una intoxicación digitálica, que produciría ese enlentecimiento de la conducción, que se ve en la frecuencia cardíaca. Probablemente secundario a una insuficiencia renal por toxicidad con ibuprofeno (pero esto ya es rizar el rizo).",,"{'1': 'Progresión del Alzheimer.', '2': 'Empeoramiento de la depresión.', '3': 'Intoxicación digitálica.', '4': 'Demencia por cuerpos de Lewy.', '5': 'Toxicidad por ibuprofeno.'}",3
casimedicos_140_134,CasiMedicos,train,,PEDIATRICS,"Caso clinico: Un recién nacido de 37 semanas de edad gestacional, sin hallazgos patológicos en la ecografía prenatal, presenta en la exploración realizada en el paritorio un “stop” al paso de la sonda nasogástrica. La radiografía de tórax y abdomen muestra un bolsón esofágico atrésico, con una neumatización gastrointestinal normal. Tras evaluación diagnóstica que descarta otras anomalías y encontrándose en situación respiratoria estable, se decide intervención quirúrgica. ¿En qué se basa la prioridad de intervenir este paciente?",Por el riesgo de neumonitis por aspiración.,La respuesta correcta es la 3. El hecho de que haya aireación intestinal orienta a la existencia de una fístula del segmento inferior esofágico con la tráquea o con un bronquio. En este caso las complicaciones pulmonares son frecuentes por el paso del contenido gástrico a la vía respiratoria.,,"{'1': 'Por la imposibilidad de deglutir saliva.', '2': 'Por las malformaciones cardiacas frecuentemente asociadas.', '3': 'Por el riesgo de neumonitis por aspiración.', '4': 'Por la imposibilidad de alimentación enteral.', '5': 'Por la traqueomalacia asociada.'}",3
casimedicos_475_89,CasiMedicos,train,,CRITICAL CARE,"Caso clinico: Un hombre de 46 años con trastorno bipolar es llevado a urgencias tras una sobreingesta de carbonato de litio. En la exploración destaca temblor intenso, ataxia, disartria, mioclonías y fasciculaciones. La litemia es de 4,1 mEq/L (toxicidad > 1,6 mEq/L). ¿Cuál de las siguientes opciones terapéutica estaría más indicada?:",Hemodiálisis.,"Estamos ante un caso de intoxicación grave por litio (litemia > 3,5 mEq/L amenaza la vida), por tanto, la opción terapéutica de elección es el inicio de hemodiálisis de forma urgente. Recordad que el carbón activado NO está indicado en la intoxicación por litio.",,"{'1': 'Aminofilina asociado a un catártico.', '2': 'Carbón activado.', '3': 'Hemodiálisis.', '4': 'Diuresis forzada.', '5': 'nan'}",3
casimedicos_85_50,CasiMedicos,train,,CARDIOLOGY AND VASCULAR SURGERY,"Caso clinico: Un paciente con antecedentes de cuadro febril y dolor torácico acude al hospital con disnea y taquipnea. En la exploración física las cifras de presión arterial están bajas, la presión yugular venosa está elevada con un seno “X” descendente profundo y tiene pulso paradójico. ¿Qué patología debe sospechar?",Derrame pericárdico con taponamiento cardiaco.,"El pulso paradójico es un descenso de la presión arterial > 10 mmHg durante la inspiración; representa una exageración del fenómeno fisiológico consistente en el descenso inspiratorio de la TA (normal hasta 10 mmHg). En el taponamiento cardiaco, la inspiración, que provoca un incremento del aflujo sanguíneo a las cavidades derechas, aumentando el volumen de las mismas, provoca de forma secundaria un desplazamiento del tabique interventricular hacia la izquierda, de tal modo que el corazón izquierdo aloja y expulsa menos sangre durante la sístole y el pulso, por tanto, disminuye. En un corazón normal no se da este desplazamiento exagerado, provocado por la presión que ejerce el taponamiento sobre la pared libre del VD. El seno X representa el colapso sistólico del pulso venoso, es decir, la caída de presión por la relajación auricular (también en parte por un desplazamiento hacia abajo de la base del VD durante el período de sístole). El seno Y representa el colapso diastólico del pulso venoso, es decir, la caída de presión que tiene lugar desde el momento en que la sangre penetra por la válvula tricúspide hacia el ventrículo. En el taponamiento cardiaco lo característico es el seno X profundo. En la pericarditis constrictiva, el seno Y profundo. Por todas estas razones, la respuesta correcta es la 5.",,"{'1': 'Cardiopatía isquémica.', '2': 'Miocardiopatía dilatada.', '3': 'Estenosis valvular aórtica severa.', '4': 'Pericarditis constrictiva.', '5': 'Derrame pericárdico con taponamiento cardiaco.'}",5
casimedicos_527_31,CasiMedicos,train,,NEPHROLOGY,"Caso clinico: El resultado de la gasometría arterial de un paciente es: pH: 7,40, PaCO2 60 mmHg; bicarbonato 36 mM/L. ¿Cuál es la alteración que presenta?:",Acidosis respiratoria y alcalosis metabólica.,"Las gasometrías pueden ser engañosas ya que un pH normal puede sugerir que no hay ningún trastorno del equilibrio ácido-base, en cambio está enmascarando un doble trastorno en direcciones opuestas como en este caso. El paciente presenta acidosis respiratoria (PaCO2 60 mmHg; normal hasta 50) y alcalosis metabólica compensatoria (bicarbonato 36 mmol/l; normal hasta 28). Es la típica gasometría del paciente con EPOC e insuficiencia respiratoria crónica compensada.",,"{'1': 'Ninguna, el pH es normal.', '2': 'Acidosis respiratoria.', '3': 'Acidosis respiratoria y alcalosis metabólica.', '4': 'Alcalosis metabólica.', '5': 'nan'}",3
casimedicos_407_81,CasiMedicos,train,,ONCOLOGY (ECTOPIC),"Caso clinico: Acude a la consulta una mujer de 30 años de edad refiriendo en los tres últimos meses ansiedad, pérdida de unos 6 kgs de peso y sensación de “nerviosismo”. En la exploración física destaca taquicardia, hiperreflexia y ausencia de bocio. En la analítica realizada los valores de la TSH son < 0.01 microU/mL, la T4 está elevada y los niveles de tiroglobulina descendidos. Al realizarle una gammagrafía se detecta una ausencia de captación en la región tiroidea. ¿Cuál le parece el diagnóstico más probable?",Tirotoxicosis facticia.,"Los pacientes que padecen este trastorno ingieren voluntaria o accidentalmente cantidades excesivas de hormona tiroidea, lo que provoca hipertiroidismo en ausencia de bocio. En contraste con todas las demás causas de hipertiroidismo, la tiroglobulina sérica no está elevada y está casi siempre baja o en el límite inferior de la normalidad. La duda fundamental la tuvimos con el teratoma del ovario (struma ovárico) que es una variante poco frecuente de teratoma maduro monodermal compuesto por tejido tiroideo descrito a principios del siglo XX. Recibe este nombre cuando el teratoma está compuesto predominantemente por tejido tiroideo maduro (al menos un 50%, para poder clasificarlo como struma ovarii). Representa entre el 2,5 y 5% de los teratomas ováricos. En sí, es una tumoración benigna, pero hasta en un 5% de casos puede desarrollar una transformación maligna de sus elementos, denominándose clásicamente en estos casos struma ovarii maligno. Principalmente, el tejido neoplásico desarrollado es un carcinoma papilar, menos frecuentemente corresponde a carcinoma folicular. Esta transformación maligna surge mayoritariamente de las formas clásicas de struma, pero es extremadamente infrecuente su aparición en casos de teratomas quísticos maduros. Su comportamiento es similar al de otros tumores ováricos primarios, tendiendo a metastatizar en cavidad peritoneal y vía hematógena a hueso, hígado y cerebro. La edad media de presentación del carcinoma tiroideo sobre struma ovarii se sitúa entre 42,9-44 años y entre 21 a 63 para la variante de carcinoma papilar. Clínicamente, la forma de presentación predominante es como masa pélvica o dolor abdominal (45%), menos frecuentemente hipertiroidismo (5-8%) o ascitis (17%). Se postula que el tejido tiroideo ovárico en el struma es autónomo en la producción de hormonas tiroideas, por lo cual es fundamental la medición de niveles séricos de tiroglobulina en pacientes afectadas de hipertiroidismo, ya que orientan hacia la producción extratiroidea de hormona tiroidea.",,"{'1': 'Tirotoxicosis facticia.', '2': 'Hipertiroidismo por Enfermedad de Graves.', '3': 'Teratoma de ovario (estruma ovárico).', '4': 'Tiroiditis subaguda.', '5': 'nan'}",1
casimedicos_15_126,CasiMedicos,train,,PALLIATIVE CARE,"Caso clinico: Por tercera vez en los últimos 6 meses un hombre de 84 años de edad con demencia avanzada ingresa en un hospital por neumonía aspirativa. Ha perdido 9.5 kg en los últimos 10 meses. Tiene una úlcera por presión en el sacro. No se comunica verbalmente, no deambula y es dependiente para todas las actividades de la vida diaria. Un estudio de la deglución indica que se atraganta con todo tipo de consistencias de los alimentos. La ""Voluntad Vital Anticipada"" del paciente establece que su mujer es la representante que debe tomar las decisiones respecto a su atención médica y que él no quiere medidas extraordinarias para prolongar su vida incluyendo la nutrición artificial. ¿Cuál de las siguientes es la recomendación más apropiada para este paciente?:",Dar el alta a domicilio con cuidados paliativos del área sanitaria.,"En nuestra declaración de voluntades anticipadas podemos hacer referencia a: 1. La expresión de los valores personales, a fin de ayudar en su día a la interpretación del propio documento y orientar a los médicos en el momento de tomar decisiones clínicas. Podemos nombrar un representante que actuará como interlocutor ante el médico responsable o el equipo sanitario para que se cumplan las instrucciones contenidas en la declaración. Parece pues claro que la respuesta que se pretende es la 5.",,"{'1': 'Colocar una SNG permanente y dar el alta a una residencia con cuidados especializados.', '2': 'Colocar una SNG a medio plazo y dar el alta a una residencia con cuidados especializados hasta que se curen las escaras.', '3': 'Dar el alta a una residencia con cuidados especializados hasta que se curen las úlceras por presión.', '4': 'Poner una sonda por gastrostomía y dar el alta a domicilio.', '5': 'Dar el alta a domicilio con cuidados paliativos del área sanitaria.'}",5
casimedicos_322_85,CasiMedicos,train,,UROLOGY,"Caso clinico: Un chico de 22 años de edad con hiposmia presenta falta de desarrollo de caracteres sexuales secundarios e infertilidad. Volumen testicular de 4 mL bilateral. Analíticamente, EST-I 1,2 U/L (vn 5-15); LH 0,6 U/L (vn 3-15); testosterona 100 ng/dL (vn 300-1200), prolactina normal. CORRECT ANSWER: 1",Bomba de infusión de GnRH.,"Se trata de un síndrome de Kallman (hipogonadismo hipogonadotropo + alteración olfactiva). La triptorelina es un agonista de la GnRH, que mediante acción continua reduce la FSH y LH, y se usa en cánceres dependientes de hormonas sexuales, así como pubertad precoz. La bromocriptina es un agonista dopaminérgico que se usa en hiperPRL (este tiene la PRL normal), tumores hipofisarios… Nos quedamos entre la 1 y la 3. Para inducir la maduración testicular, se pude usar GnRH pulsátil con bomba, hCG o FSH+hCG. No se usa la LH como tratamiento, se estimularía a través de la GnRH intermitente.",,"{'1': 'Bomba de infusión de GnRH.', '2': 'Administración intramuscular mensual de triptorelina.', '3': 'Administración intramuscular de FSH y LH una vez por semana.', '4': 'Tratamiento con bromocriptina.', '5': 'nan'}",1
casimedicos_391_222,CasiMedicos,train,,PSYCHIATRY,"Caso clinico: Hombre de 26 años, soltero, que es traído a consulta por su familia por llevar 3 meses negándose a salir se su casa. La razón que aduce el paciente es el convencimiento de que tiene la mandíbula asimétrica y la cara torcida. Según refiere esta situación es progresiva y cada vez se ve mas deforme cuando se observa en el espejo. Se avergüenza de su aspecto, por lo que no quiere salir, se angustia mucho cuando ve su imagen y no puede dejar de pensar todo el día en su deformidad. Ha consultado con varios cirujanos maxilofaciales pero éstos le dicen que no presenta asimetría facial y lo remiten al psiquiatra. Otra pregunta sencilla de respuesta inmediata, que no ofrece duda.",Trastorno dismórfico corporal.,"Nos describe a un paciente preocupado por un defecto físico inexistente, cuya preocupación le angustia e impide salir de casa. Como residente de psiquiatría me gustaría que las preguntas del MIR de mi especialidad invitaran algo más a la reflexión y a la profundidad, aunque sé que los segundos que os habréis ahorrado al marcar la cuarta directamente son muy valiosos.",,"{'1': 'Trastorno depresivo mayor con ideas delirantes incongruentes con el estado de ánimo.', '2': 'Trastorno obsesivo compulsivo.', '3': 'Esquizofrenia paranoide.', '4': 'Trastorno dismórfico corporal.', '5': 'nan'}",4
