id,source,split,guidebook,topic,question,short_answer,evidence,subquestion,options,correct_answer,year,correct_option
casimedicos_292,CasiMedicos,test,,"DERMATOLOGIA, VENEREOLOGIA ETA KIRURGIA PLASTIKOA","Gustavok hainbat egunetako larruazaleko lesioak eta ondoez orokorra ditu Larrialdietara joateko. Enborrean psoriasiformeak dituen lesioak ditu, eta esku-ahurrak eta landareak kaltetzen ditu. Era berean, artikulazioetako hantura asimetriko ez-zorua, begietako gorritzea eta glandeetako higadurak ditu. Ondorengo anamnesian, Gustavok 20 egun lehenago sexu-harreman arriskutsua antzematen du. Zein da bere diagnostikoa?",Reiter-en sindromea.,"Liburuaren Reiter sindrome bat deskribatzen ari da: palmo-landare keratodermia, artritisa eta begi-adierazpenak, ziurrenik klamidia bidezko uretritisarekin batera, agian asintomatikoa (ez dute azaltzen exudatu uretrala).",,"{'1': 'GIBagatiko infekzioa.', '2': 'Sifilis sekundarioa.', '3': 'Reiter-en sindromea.', '4': 'Eritema multiformea da.'}",,2016.0,3
casimedicos_477,CasiMedicos,test,,Zainketa kritikoak,"35 urteko gizona traumatismo toraziko larriz ospitaleratuta dago, eta hainbat saihets-haustura ditu. Analgesikoekin eta oxigenoarekin tratatzearen aldeko erantzuna eman ondoren, hipoxemia larria izaten hasi da. Adierazi zein den hondatze horren arrazoirik gertagarriena:",Biriketako kontusioak eragindako gas-trukea aldatzea.,"Biriketako kontusioa da lesiorik larriena, eta pronostikorik txarrena eragiten du traumatismo toraziko batean. Halaber, hipoxemia goiztiarrena eragiten duen lesioa da. Pentsa dezakegunaren kontra, saihets-haustura anizkoitzek eragindako torax ezegonkorrak (kostako boleta) pixkanaka-pixkanaka hipoaireztatzea eragingo luke, biriketako parenkimaren atelektasiekin. Biriketako traumatismoak aurrera egin ahala, hiperkapnia eta arnas azidosian aurrera egingo luke.",,"{'1': 'Toraxeko hormaren ezegonkortasuna, haustura anizkoitzengatik.', '2': 'Arnasbideetako xurgapen bidezko infekzioa.', '3': 'Biriketako kontusioak eragindako gas-trukea aldatzea.', '4': 'Trauma osteko hipobolemia.'}",,2020.0,3
casimedicos_572,CasiMedicos,test,,nefrologia,"2. motako diabetes mellitusa duten 66 urteko emakumeak, giltzurrun-funtzioa baloratuz gero, G3a/A1 estadioa du. Zer baliori dagokio estadio hori, nefropatia diabetikoa duten pazienteetan ohikoena dena?","Iragazketa glomerularra 45-59 ml/min/1,73 m2 eta albuminuria 30 mg/ml.","Galdera erraza. G3a estadioa 45-59 ml/min-ko iragazketari dagokio. A1 estadioa 30 mg/ml-tik beherako albuminuria bati dagokio. Beraz, aukera zuzena 1 da.",,"{'1': 'Iragazketa glomerularra 45-59 ml/min/1,73 m2 eta albuminuria 30 mg/ml.', '2': 'Iragazketa glomerularra 30-44 ml/min/1,73 m2 eta albuminuria 30 mg/ml.', '3': '45-59 ml/min/1,73 m2-ko iragazketa glomerularra eta 30-300 mg/ml-ko albuminuria.', '4': 'Iragazketa glomerularra 15-29 ml/min/1,73 m2 eta albuminuria 30 mg/ml.'}",,2022.0,1
casimedicos_180,CasiMedicos,test,,hematologia,29 urteko paziente bat bere kontsultara joaten da aplasia medular larriaren diagnostikoarekin.,"Hezur-muinaren transplante alogenikoa, HLA anaia bera bada.","Androgenoek eta plaketen transfusioek ere ez digute arazoa konpontzen. Beste hiru aukerak geratzen zaizkigu. Transplante autologo bat ez da arrazoizkoa, izan ere, aplasia medularra duen paziente baten hezur-muina %25etik beherakoa da, eta hortik gutxi atera daiteke. Beraz, hezur-muinaren transplante alogenikoaren alde egiten dugu HLA anaia berdina badu, horixe baita Espainiako Hematologia eta Hemoterapia Elkartearen protokoloaren araberako hautaketa-tratamendua 40 urtetik beherako pazienteentzat.",,"{'1': 'Aldizkako transfusioak eta antibiotikoak.', '2': 'Androgenoak eta plaketa-transfusioak.', '3': 'Hezur-muinaren transplante alogenikoa, HLA anaia bera bada.', '4': 'Hezur-muinaren transplante autologoa, errefusa saihesteko.', '5': 'A zikloporina eta timozitoaren aurkako globulina.'}",,2013.0,3
casimedicos_270,CasiMedicos,test,,DERMATOLOGIA ETA KIRURGIA PLASTIKOA,"Bigarren mailako sugarragatik gorputz-azaleraren %10eko erreduragatik larrialdietara joaten den gaztea, eskuineko besoari modu zabal eta zirkularrean eragiten diona. Ez dago pultsu arterialik eskuan, doppler bidez neurtuta.",Eskarotomia edo larrialdiko deskonpresio-ebakiak.,"Galderak tranpa du: gorputz-azaleraren % 10eko erreduraz hitz egiten du, eta BSAren % 20tik beherako bigarren mailako erreduretarako hautaketa-tratamenduak topikoa eta zaindua izan behar du. Hala ere, alarma-marka bat dago: ez du pultsu arterialik eta erredura gorputz-adarraren zirkunferentziala da. Horrek, eboluzionatzen uzten bada, afektu-kidearen bideragarritasuna arriskuan jarriko du eta anputazioan amaituko da: premiazko eskarotomia egin behar da, hirugarren espazioak enbor baskularraren gainean egiten duen presioa arintzeko.",,"{'1': 'Sendaketak sulfadiazina argentiko oklusiboarekin eta sakontasunaren ebaluazioa astean.', '2': 'Drainatze linfatikoak eta by-pass baskular bat baloratzea.', '3': 'Eskarotomia edo larrialdiko deskonpresio-ebakiak.', '4': 'Itxaroteko jokabidea.', '5': 'gorputz-adarraren anputazioa.'}",,2015.0,3
casimedicos_368,CasiMedicos,test,,Pneumologia eta kirurgia torazikoa,"Ospitaleko Larrialdietako Zerbitzuan guardia mediko gisa dagoenez, arnas gutxiegitasun akutua duen 64 urteko paziente bat artatu behar du. Egoera klinikoa du, oxigeno-asetasun txikia eta ezegonkortasun hemodinamikoa. Eskuineko birikaren 2/3ko atelektasia erakusten duen toraxaren premiazko RXa egiten da. Urrezko intubazioa eta lagundutako aireztapena egiten dira, 1,0ko Fi02-rekin. Geroago egindako gasometria arterial batean balio hauek lortzen ditugu: pH 7,23; Pa02 60 mmHg eta PaC02 30 mmHg.",Zirkuitulaburra da.,"1-eko FiO2-ak eta aireztapen mekanikoarekiko hiperaireztapenak, PCO2 baxuak frogatua, ez dute PO2-a behar bezala gainditzea lortzen, V/Q-ko nahasmendu baten ondorioz, biriketako atelektasiaren eremuan ziurrenik akutua den shunt-arekin, birikak ezin izan baitu konpentsazio-mekanismorik sortu gaizki aireztatutako guneetan perfusioa mugatzeko.",,"{'1': 'Zirkuitulaburra da.', '2': 'Hipoaireztatzea.', '3': '02 presio baxua inspiratuta.', '4': 'Gaixotasun neuromuskularra.'}",,2016.0,1
casimedicos_167,CasiMedicos,test,,KARDIOLOGIA ETA KIRURGIA KARDIOBASKULARRA,"Bihotz-gutxiegitasun kronikoa duen paziente batean v uhin nabarmenak hautematen baditugu zainetako pultsu jugularrean eta bihotz-auskultazioan, murmurio holosistoliko bat auskultatzen da xifoide-eranskinaren eremuan, eta arnasketa sakonarekin areagotzen da.",Trikuspide gutxiegitasuna.,"Hala ere, larrialdiko arrazoibidea: putz sistolikoa, sistolean itxita egon behar zuena eta ireki behar ez zuena, eta ez du egin behar: 1, 3 eta 5. aukerak. Eta pultsu jugularrean eragina ikusten badugu, eskuineko barrunbeetan egon behar du. v uhina sistolean agertzen da, aurikulak betetzen diren bitartean: VDaren fluxua ZSra igotzen bada, gertatuko dena da v uhina oso handia izango dela...",,"{'1': 'Gutxiegitasun mitrala.', '2': 'Biriketako gutxiegitasuna.', '3': 'Trikuspide gutxiegitasuna.', '4': 'Gutxiegitasun aortikoa.', '5': 'estenosi aortikoa.'}",,2013.0,3
casimedicos_154,CasiMedicos,test,,erreumatologia,"42 urteko paziente batek hanturazko ezaugarriak dituen mina eta tumefakzioa aipatzen ditu bi eskumuturretan, 2. eta 3. metakarpofalangikoak eta interfalangikoak, aldebikoak eta ezkerreko orkatila, 4 hilabeteko eboluzioarekin, ordubete baino gehiagoko goizeko zurruntasunarekin batera. Eskuen erradiografia objektiboa da kubituaren apofisi estiloidean higadura bat eskuineko karpoan. Analitikan benetako Hb bat nabarmentzen da: 10 g/dL, 45 mm-ko VSGarekin, PCR 16 mg/L, 160 UI/ML erreumatoide-faktorea.","Jarrera terapeutikoari eustea, 6 hilabete baino ez baititugu daramatzagu eta gutxienez 9 hilabete itxaron beharko lirateke erantzun terapeutikoa baloratzeko.","Nire ustez, sei hilabete hauetan hobekuntza kliniko eta biologiko argia erakutsi duenez (fase akutuko erreaktanteen gutxitzea), hartutako jarrera terapeutikoari eutsiko nioke eta balorazio berri baten zain egongo nintzateke. Hori bai, galdera honek beste erantzun baliozko bat izan dezakeela uste dut, 3. Galdera erreumatologo bakoitzaren jarreraren araberakoa da. Gaixotasuna ahalik eta lasterren bidaltzea bilatzen bada, alfa anti-TNF bat asoziatzea erabaki liteke...",,"{'1': 'Tratamendua etetea, erantzunik eza dela-eta, eta prednisona dosi altuetan hastea, sintomak soilik kontrolatzeko.', '2': 'Jarrera terapeutikoari eustea, 6 hilabete baino ez baititugu daramatzagu eta gutxienez 9 hilabete itxaron beharko lirateke erantzun terapeutikoa baloratzeko.', '3': 'Kontraindikazio medikorik ez badago, baloratu tratamenduari alfa anti-TNF bat lotzea.', '4': 'Gaixotasuna aldatzeko bigarren botika bat lehenbailehen hastea, ezingo bailitzateke terapia biologikoarekin tratamendua hasi metotrexatoaren ondoren bakarrik.', '5': 'Metotrexatoari lotutako CD20aren aurkako terapiarekin tratamendua hastea balioestea.'}",,2012.0,2
casimedicos_176,CasiMedicos,test,,"pneumologoa, zehaztugabea","56 urteko emakumea, ondo kontrolatutako eskizofreniaren aurrekariak dituena, ohitura toxikorik gabea. Pneumoniaz erdiko lobuluan sartua, 500 mg/24h-ko pleura-isuri metaneumoniko txiki batekin eta levofloxazinoarekin tratamenduan. Eboluzio kliniko ona du, sukarra eta leukozitosiaren iraunkortasunagatik izan ezik. Ez dago azterketa mikrobiologikorik.","Torakozentesia egitea, enpiema baztertzeko.","Eboluzionatzen ari den pneumonia batean sukarrak irauten duen bitartean, eniematizatzeko arriskua dago, are gehiago koadroaren hasieran isuri txiki bat aurkeztu baduzu. Tratamendu antibiotikoa, printzipioz, zuzena da, eta tratamendu-aldaketak planteatu aurretik, enpematizatzeko aukera ebaluatu behar da.",,"{'1': 'Bilakaera normala da, tratamendua mantendu behar da 10 egunak bete arte.', '2': 'Porrot terapeutikotzat jotzen da eta tratamendu antibiotikoa aldatu behar du.', '3': 'Torakozentesia egitea, enpiema baztertzeko.', '4': 'Kortikoideak egunean 0,5 mg/kg-ko dosiarekin lotzea tratamendu antibiotikoari.', '5': 'Bronkoskopia egitea biopsiarekin, xurgapenarekin eta bronkoalbeolar garbiketarekin.'}",,2013.0,3
casimedicos_130,CasiMedicos,test,,NEUROLOGIA ETA NEUROZIRGIA,"18 urteko emakume gaixoa, 6 eta 9 urte bitarteko absentzia-hisotria duena, krisi toniko-kloniko orokortuak dituena eta gosaltzerakoan goi-mailako gorputz-adarren jauzi bortitzak dituena. Klinika okertu egin da asteburuetan gaueko irteerak eginez. EEG batek erakusten du 6 ziklo/segundoko polipunta akutuetatik deskargatzen duela.",Gazteen epilepsia mioklonikoa.,"Nerabezaroan miokloniak dituzten pazienteak (“indarkeriazko jauziak”) gosaria egiterakoan, gazteen Epilepsia mioklonikora (5. erantzun zuzena) eramango gaitu ia beti. Erakunde hori oso ondo ezaugarritua dago. Beste ezaugarri batzuen artean, krisialdien edo absentzien aurreko historia, gaueko irteerekin okerrera egitea eta EEG ausentziena baino maiztasun handiagoko polipunta-deskargekin. Gainerako erantzunetatik, Lennox Gastaut adin goiztiarrean garatzen da, beste sintomatologia batekin; 4.a, berriz, faltak bezalakoa da, eta 3.a krisi partzial konplexuekin egiten da, edonola ere, EEGa argi eta aldi baterako foku bat.",,"{'1': 'Gaizki epileptiko handia.', '2': 'Lennox-Gastaut sindromea.', '3': 'Aldi baterako esklerosi mesialaren ondoriozko epilepsia sintomatikoa.', '4': 'Gaizki atipiko txikia.', '5': 'Gazteen epilepsia mioklonikoa.'}",,2012.0,5
casimedicos_276,CasiMedicos,test,,DIGESTIBOA egiteko tresna,"Adierazi egoera klinikoa, B hepatitisaren birusagatiko infekzioari dagokionez, Nigeriako 5 urteko paziente batek, esplorazio fisiko normalarekin eta B hepatitisaren aurrean serologia hau duena: HBsAg + / ANTI-HBs – / HbeAg – / ANTI-HBe + / ANTI-HBc IgM – / ANTI-HBc IgG + / DNA VHB +:",Eramaile asintomatikoa.,"Korearen aurkako antigorputzak izateak kontaktu naturala esan nahi du, eta IgG ez da akutua. Antigenorik ez izateak erreplikazio aktiboa baztertzen du. Eta gainazaleko antigenoak (HBsAg) eta birusaren DNAk irauten dutela adierazten du. Oro har, sintomarik gabeko eramailea dela adierazten dute. Kore aurreko mutantearen eramaileek, normalean, aldi sintomatiko errepikariak eta gibeleko hantura handiagoa izaten dituzte. Ez litzateke datu nahikorik egongo erabat baztertzeko, baina ez dago erantzunen artean eta esplorazio fisikoa guztiz normala dela adierazten dute.",,"{'1': 'Infekzio akutua da.', '2': 'Infekzio kronikoa.', '3': 'Txertatutako pazientea.', '4': 'Eramaile asintomatikoa.'}",,2016.0,4
casimedicos_183,CasiMedicos,test,,endokrinologogia,"Nutrizio-euskarri osoa duen paziente batek nutrizio enterala hasi eta 72 ordura aurkezten du, hipofosforemia eta hipopotasemia erakusten dituen analitika bat, bihotz-gutxiegitasuneko klinika duena. Pazienteari berrelikadura-sindromea diagnostikatzen zaio. Adierazi faktore hauetako zein EZ den arriskutsua pazienteak koadro hori aurkezteko:",Obesitate ez morbidoa.,"Berrelikadura-sindromea gertatzen da aldez aurretik desnutrizioa duten pazienteetan, nutrizio-tratamenduaren eraginpean daudenean, ahozkoa, enterala edo parenterala.",,"{'1': 'Aurretiko malnutrizio kalorikoa.', '2': 'Anorexia nerbiosoa da.', '3': 'Obesitate ez morbidoa.', '4': 'Zaharrak dira.', '5': 'Gonbitoak eta beherakoa luzeak.'}",,2013.0,3
casimedicos_115,CasiMedicos,test,,hematologia,"32 urteko emakumea, erditzearen garuneko paralisia duena, eta larrialdietara jotzen duena egun batzuetako pixa ilunen koadroaren bidez, sukar altuko eta eztul lehorreko gertakariekin alderatuta. Sarrera objektiboa da 16900 leukozito/mm3 hemograman (% 85 S, % 11 L, % 4 M), 6,3 gr/dl-ko hemoglobinan; VCM 109 fl, 360000 plaketa/m3. LDH 2408 biokimikan; 6.8 mg/dl bilibinan, GOT eta GPT normaletan.","Anemia hemolitiko autoimmunea, arnas infekzioarekin eta kortikoideekin lotua.","Galdera horri bi modutan egin diezaiokegu aurre: batetik, datu gakoei erreparatuz, eta, bestetik, kontuan hartzen dugun diagnostikoari tira eginez edo banan-banan baztertuz. Koluria, LDH, panaglutinina eta odol periferikoko frotisaren azterketa “usaina” da anemia hemolitikoa. 1. erantzuna ezin da izan, muineko aplasia batek ez duelako azaltzen koluria, LDHren igoera, ezta antigorputz irregularren azterketan ere positiboa dela panaglutinina moduan. Antigorputz irregularren azterketa eta panaglutininaren presentzia ere erantzun horren aldeko datua da, antigorputz bat hematieari lotzen zaionean lisia eta suntsipena eragiten baitu. Neskak eztula eta sukarra ditu, arnas infekzio batekin bat datorrena. Eta hasierako tratamendua kortikoideak dira. Sans Sabrafensek “Hematologia klinikoa” [1] bere liburuan berresten du. 4. erantzunak zalantza asko eragiten ditu; ez da posible anemia kaltegarri batek ez duelako justifikatzen LDH eta bilirrubinaren goratzea. Gainera, hemolisi intradularra da, odoljarioa eta odoljarioa ez dira konpontzen.",,"{'1': 'Muineko aplasia eta immunoterapia timoglobulinarekin eta ziklosporinarekin.', '2': 'Esferozitosi hereditarioa eta esplenektomia.', '3': 'Anemia hemolitiko autoimmunea, arnas infekzioarekin eta kortikoideekin lotua.', '4': 'Anemia kaltegarria eta B12 bitaminaren aldizkako injekzioak.', '5': 'Leuzemia akutua eta kimioterapia.'}",,2012.0,3
casimedicos_75,CasiMedicos,test,,"ANESTESIOLOGIA, ZAINTZA KRITIKOAK ETA PRESAK","Pankreatitis akutua duen paziente bat takipnearekin, takikardiarekin, izerdiarekin eta zianosi progresiboarekin hasten da. PaO2 55 mm Hg-koa da (PO2/FiO2200 zatidura). RxT-ak biriketako infiltratu albeolar albeolarrak erakusten ditu. Biriketako kapilar kapilarraren presioa normala da. Oxigenoterapiak ez du egoera hobetzen.",Arnas distressa.,"Galdera honek, arnas gutxiegitasun akutuaren koadroa garatzen ari den pankreatitis akutua duen paziente baten kasua kontatzen du. Enuntziatuan SDRAren irizpideak zerrendatzen dira (arnas distres akutuaren sindromea): PaO2/fiO2  200 + biriketako infiltratu bilateralak + PCP18. Beraz, diagnostikoa arnas distresa da eta, beraz, erantzun zuzena 5. aukera da.",,"{'1': 'Pneumonia nosokomiala.', '2': 'Bihotz-gutxiegitasuna.', '3': 'Linfangitis kartzinomatosoa.', '4': 'Biriketako tronboenbolismoa.', '5': 'Arnas distressa.'}",,2012.0,5
casimedicos_191,CasiMedicos,test,,pediatria,"13 hilabeteko bularreko haurra da, eta 39oC-rainoko sukarra du, 48 orduko eboluzioarekin lotutako beste sintomatologiarik gabe. Aurkikuntza esanguratsurik gabeko organo eta aparatuen azterketa, egoera orokor onean. Etxeko alta eman behar zenion, baina guardian dagoen Pediatriako albokoak gernu-sistematikoa eta zundaketa bidezko urokultiboa eskatu zizkion. Gernuan leukozituria ++, hematuria + eta nitritoak ++ nabarmentzen dira, eta gernu-gramean bazilo negatiboak ikusten ziren. Odol-ananalitikan ez dago leukozitosirik eta proteina erreaktiboa 50 mg/l-koa da.",Amoxizilina da.,"Gainerako botikak aukera onak dira gernu-infekzioetan, bazilo handi negatiboengatik (seguruenik, E. coli). Leukozitoak + nitritoak gernuan egotea oso iradokitzailea da ITUn. Eta gernu-gramek G bakterioak detektatzen badituzte, ziurrenik ITU bat izango da E Coligatik. E Coli asko amoxizilina erresistenteak dira.",,"{'1': 'Amoxizilina da.', '2': 'Amoxizilina-klaulanikoa.', '3': 'Zefuroxima-axetiloa.', '4': 'kotrimoxazola', '5': 'Cefixima deritzana.'}",,2013.0,1
casimedicos_323,CasiMedicos,test,,uROLOGIA,"12 hilabeteko haurra, jaiotzatik egindako osasun-azterketetan eskuineko barrabila iztai-hodian duena, eta ezin dena eskrotoraino jaitsi.",Orkidopexiaren adierazpena ez da aldatu behar.,"Kriptorkidia bat da, 2 urte bete aurretik tratatu behar da, eta gaur egun hormona-tratamendua ez da erabiltzen. Lehen aukerako tratamendua orkidopexia da.",,"{'1': 'Diagnostikorik probableena testikulu atzeragarriarena da.', '2': 'Bi urte bete arte itxaron behar da, bat-bateko jaitsiera gertatu arte.', '3': 'Giza gonadotropina korionikoa da lehen aukerako tratamendua.', '4': 'Orkidopexiaren adierazpena ez da aldatu behar.'}",,2016.0,4
casimedicos_311,CasiMedicos,test,,oftalmologia,"84 urteko emakumea, 4 eguneko eboluzioa eta metamorfopsia ditu ezkerreko begian. Makulan, exudatu gogorrak, bi odoljario txiki sakon eta aurkitutako erretina neurosentsoriala askatzea ikusten dira. Alboko begian drusa bigun ugari ditu. Koadro honen aurrean, honako diagnostiko hauetatik zein iruditzen zaizu probableena?",Adin exudatiboari lotutako makula-endekapena (DMAE).,"Beste hiru aukeretako batek ere ez du klinika hori ematen (DPV asintomatikoa izan ohi da, OACRk bat-bateko galera eta erabatekoa edo ia erabatekoa eragiten du ikusmenean begi-hondoan ohikoa den “gerezi-orban gorriarekin”, eta NOIA batek, arteritikoa zein ez-arteritikoa, normalean papila-edema sortuko luke odoljario peripapilarrekin baina ez-makularioekin, eta 3 aukeretako batek ere ez du zerikusirik drusekin begi kontralateralean).",,"{'1': 'Atzeko beira-askatze akutua.', '2': 'Adin exudatiboari lotutako makula-endekapena (DMAE).', '3': 'Erretinaren erdiko arteria buxatzea.', '4': 'Aurreko neuropatia optiko iskemiko ez-arteritikoa.'}",,2016.0,2
casimedicos_137,CasiMedicos,test,,OTORRINOLARINGOLOGIA ETA KIRURGIA MAXILOFAZIONALA,"Aurpegiaren eskuineko aldean zuzeneko traumatismo bat dagoenean, zeinaren ondoren pazienteak alde bakarreko betazal-hematoma baitu, diplopia begirada bertikalean eta zailtasuna ahoa irekitzeko, honako baieztapen hauetatik zein da egia?",Diagnostikoa TAC bidez (tomografia axial konputarizatua) egiaztatuko litzateke.,"Begirada bertikaleko diplopia oso iradokitzailea da orbitako hezur-hormak kaltetuta daudela. Lefort-en I. motako hausturak ez du eraginik orbita-edukian. Informazio hori ezagututa, erantzun zuzen bakarra 2.a da. I. motako Lefort-en hausturak orbitari eragiten zion ala ez zalantzan jartzen bagenuen, begiratu erantzunei. Galdera egin zuenak ziurtatu nahi izan zuen erantzun bakarra 2 zenbakia zela; horregatik gehitu zuen “baina, beharbada, TAC batekin egiaztatu genuen”.",,"{'1': 'Probabilitate handiarekin gaude Lefort I motako erdi aurpegiko haustura baten aurrean.', '2': 'Diagnostikoa TAC bidez (tomografia axial konputarizatua) egiaztatuko litzateke.', '3': 'Garezurraren oinarriaren haustura da, karotida-zuloaren mailan.', '4': 'Diagnostikoa barailako kondiloaren dislokazioa duen haustura izan daiteke.', '5': 'Seguruenik, masailezur-haustura bat Lefort I. motako aurpegiaren erdiko hereneko haustura batekin lotuko da.'}",,2012.0,2
casimedicos_309,CasiMedicos,test,,oftalmologia,"Miopia magna duen gizon bat, 47 urtekoa, duela 2 urte kataratetan ebakuntza egin ziotena, larrialdietara joan da, eskuineko begian ikusmenaren galera sakona eta minik gabekoa dela esanez.",Erretina askatzea.,"Galdera hori eztabaidagarria izan daiteke. 1. aukera erabat baztertuta geratzen da, endoftalmitisa min handiarekin egiten delako. 3. aukera, adinarekin lotutako makula-endekapenaren modu hezean ere baztertuta geratzen da, normalean adin handiko pazienteetan gertatzen baita. Hala ere, miopia magna duen paziente batek endekapen makular miopikoa izan dezake (DMAEren antzeko klinika batekin, baina patologia desberdina da). Birus-askatze bat ez da oso sintomatikoa, baina miodesopsia eta minik ez du eragiten; hala ere, DPV batzuk hemorragia motakoak dira, eta, ondorioz, bi arrisku mota ditu.",,"{'1': 'Endoftalmitis postkirurgikoa.', '2': 'Erretina askatzea.', '3': 'Adinari lotutako endekapen makularra, forma hezea.', '4': 'Atzeko beira-askatzea.'}",,2016.0,2
casimedicos_279,CasiMedicos,test,,anatomia patologikoa,"Endoskopian, mukosak ez zuen alderdi garrantzitsurik erakusten. Zehazki, ez zen ultzerarik edo eremu hauskorrik ikusi. Zeharkako kolonaren biopsia egin zen. Azterketa histopatologikoan, gainazaleko estalduraren epitelioaren azpitik loditutako eremu bat ezagutu zen, Massonen trikromika-teknikaren bidez nabarmenagoa zena eta atrofia eta epitelio-zorpetzea zekarrena. Linfozito intraepitelialen dentsitatea ere nabarmen handitu zen. Hesteetako lesioaren diagnostikoa da?",kolitis kolagenoa du.,"Kasu honetan, kolageno subbepitelialaren geruzaren loditzea, Massonen trikromikoarekin nabarmenagoa dena (kolageno-zuntzak bereiztea ahalbidetzen duen tindaketa berezia), kolitis kolagenoaren patognomonikoa da. Atrofia eta deudazio epiteliala gaixotasun honen ezaugarriak dira. Mukosaren alterazio makroskopikoak ez ditu eragiten. Linfozito intraepitelialen dentsitatea handitzea eta kripten (ultzeradun kolitisaren eta Crohn-en gaixotasunaren ezaugarriak) alterazio arkitektonikoen aipamenik eza diagnostiko honetan laguntzen digute.",,"{'1': 'kolitis ultzeradun kronifikatua.', '2': 'kolitis pseudomenbranosoa.', '3': 'kolitis kolagenoa du.', '4': 'Crohn fibrosantearen gaixotasuna.'}",,2016.0,3
casimedicos_437,CasiMedicos,test,,EPIDEMIOLOGIA ETA PREBENTZIO NEURRIA,"Duela urtebete bizikleta-istripu baten ondorioz esplenektomia jasan zuen 25 urteko gaztea da Luis. Duela 24 ordu hozka egin zion txakur bat du, eta zauri txiki bat eragin dio eskuin eskuan. Osasun-zentrora joan da (hurbilen dagoen ospitaletik 3 ordura), 39oC-ko sukarra, zaurian mina eta ondoez orokorra dituelako. PA 100/60 mm Hg, FC 110 taupada minutuko, hantura arina zaurian pusrik gabe.",400 mg ahozko moxifloxazina eman eta ospitalera bidali.,"Paziente “berezi” bat esplenektomizatutako pazientetzat hartzean, tratamendu antibiotikoa jasoko luke, zauria kutsatuta ez badago ere. Txakurra berea dela (animalia behar bezala txertatuta ote dagoen galdetu beharko litzateke) eta pazientea behar bezala txertatuta ote dagoen (5 tetano dosi, ez luke antitetanikorik beharko); animaliek egindako erasoaren jakinarazpena egin beharko lukete, hura behatzeko eta, beharrezkoa izanez gero, neurriak hartu beharko lirateke.",,"{'1': 'Ospitalera bidaltzea amorrua eta tetanoak txertatzeko eta behaketan mantentzeko.', '2': 'Zauria garbitu eta gihar barneko ganunaglobulina ez-espezifikoa eman.', '3': '400 mg ahozko moxifloxazina eman eta ospitalera bidali.', '4': 'Eman 600 mg ahozko klindamizina 8 ordu eta behaketa bakoitzeko.'}",,2018.0,3
casimedicos_112,CasiMedicos,test,,GINEKOLOGIA ETA OBSTETRIZIA,"67 urteko pazientea, 55 urterekin menopausia-aurrekaria duena, 3 haurdunaldi 3 erditze eutozikorekin, 2 motako diabetisa, 6 urteko eboluzioa, HTA bidezko nifedipono bidezko tratamendua. Kontsulta bi hilabeteko aldizkako metrorrrgia eskaseko koadroaren bidez. Miaketa ginekologikoan, lesiorik gabeko kanpoko genitalak, itxura atropikoko umetoki-umetoki bat, umetoki bat eta zerbix arruntaren azterketa zitologiko bat daude. Azterketa ekografiko transbaginalean 7 mm-ko endometrio hiperekogeniko bat ikusten da.",Endometrioko histeroskopia eta biopsia.,"Erantzun zuzena 3.a da. Endometrioko patologiari buruzko informazio gehien ematen digun azterketa histeroskopia da. Horri esker, endometrioko biopsia zuzendua egin dezakegu. Endometrioko zitologia itsu-itsuan egiten da eta negatibo faltsu ugari ditu. Erresonantziak endometrioko minbizia estadiatzen lagunduko digu.",,"{'1': 'crvix konizazioa.', '2': 'Endometrioko zitologia.', '3': 'Endometrioko histeroskopia eta biopsia.', '4': 'Pelbisaren erresonantzia magnetikoa.', '5': 'Aparatu genitalaren eta umetoki-lepoaren eta endometrioaren biopsiaren anestesiapean esploratzea.'}",,2012.0,3
casimedicos_374,CasiMedicos,test,,nEUROLOGIA,"52 urteko gizona, zefalea eta sukarra (37,8oC) direla-eta Larrialdietako zerbitzura joaten dena. Azken orduetan, gainera, izendatzeko eta ulertzeko zailtasuna dago. Egindako miaketan ez da garondo-zurruntasunik ikusten, eta deigarriena afasia mistoa da. Begi-hondoa normala da. Garezur-ondokoak hipodentsitate arina du ezkerreko lobulu tenporalean, masa-efekturik gabe eta kontrasterik gabe.","Seguruenik, paziente honen LCRak glukorrakia normala duen linfozitoen nagusitasuneko pleozitosi bat erakutsiko digu.","Deskribatzen diguten koadroa meningoentzefalitis biriko baten ohikoa da, VHZrena, zehazkiago, lobulu tenporalarengatik tropismo garrantzitsuarekin, sukarra eta kasu askotan afasia eraginez. Beraz, aukera zuzena 2 izango litzateke, likido zefalorrakideoak normalean pleozitosi linfozitario moderatu bat erakusten baitu, glukorrakia normalarekin. Gainerakoa ez da zuzena: Lehenengoa ez delako sukar handiagoz egingo lukeen meningitis bakteriano bat, hirugarrena entzefalitis linbikoa normalean portaera-aldaketekin eta azkena, deskribatzen diguten irudia ez delako ondo mugatzen.",,"{'1': 'Meningitis bakterianoa lehen inpresio diagnostikoa da, eta lehenbailehen hasi behar da tratamendua 3. belaunaldiko zefalosporinarekin.', '2': 'Seguruenik, paziente honen LCRak glukorrakia normala duen linfozitoen nagusitasuneko pleozitosi bat erakutsiko digu.', '3': 'Entzefalitis linbiko baten susmoa dugu.', '4': 'Hasierako fasean dagoen garuneko abzesua da.'}",,2016.0,2
